x_m,y_m,z_m,cell_volume_m3,U_x_m_per_s,U_y_m_per_s,U_z_m_per_s,T_K,p_m2_per_s2,p_rgh_m2_per_s2,k_m2_per_s2,epsilon_m2_per_s3,nut_m2_per_s,alphat_m2_per_s
1.75,1.25,2.75,0.125,0.008391,0.00236675,0.0111068,300.655,-9.79174,2.44665,3.34305e-05,1.99267e-07,0.000504769,0.000593848
2.25,1.25,2.75,0.125,0.00808401,0.000604965,0.00885783,300.655,-9.79172,2.44669,3.22293e-05,1.77805e-07,0.000525774,0.000618565
2.75,1.25,2.75,0.125,0.00681122,-0.00107141,0.00680799,300.655,-9.79169,2.44671,2.97084e-05,1.48905e-07,0.000533445,0.000627577
3.25,1.25,2.75,0.125,0.00522101,-0.00236172,0.00546376,300.656,-9.79167,2.4467,2.61521e-05,1.16237e-07,0.000529556,0.000622989
3.75,1.25,2.75,0.125,0.00378518,-0.00294104,0.00465517,300.658,-9.79165,2.44666,2.24557e-05,8.65509e-08,0.000524354,0.000616846
4.25,1.25,2.75,0.125,0.00239522,-0.00278758,0.00408531,300.66,-9.79164,2.44659,1.99179e-05,6.56044e-08,0.00054425,0.00064028
4.75,1.25,2.75,0.125,0.000807287,-0.00226394,0.00336359,300.661,-9.79164,2.44655,1.95555e-05,5.6508e-08,0.000609077,0.00071654
5.25,1.25,2.75,0.125,-0.00117587,-0.0023148,0.00349178,300.661,-9.79164,2.44655,1.95128e-05,5.70282e-08,0.000600888,0.00070687
5.75,1.25,2.75,0.125,-0.00270867,-0.00287757,0.00432037,300.659,-9.79164,2.4466,2.00181e-05,6.69616e-08,0.000538596,0.000633586
6.25,1.25,2.75,0.125,-0.00408384,-0.00305751,0.00487373,300.658,-9.79165,2.44666,2.24944e-05,8.74824e-08,0.000520561,0.000612393
6.75,1.25,2.75,0.125,-0.00547102,-0.00255815,0.00564906,300.656,-9.79167,2.44671,2.59566e-05,1.15745e-07,0.000523888,0.000616341
7.25,1.25,2.75,0.125,-0.00698393,-0.00137105,0.00694311,300.655,-9.79169,2.44673,2.92772e-05,1.46819e-07,0.000525436,0.000618195
7.75,1.25,2.75,0.125,-0.00827785,0.000334492,0.0089539,300.655,-9.79172,2.4467,3.16989e-05,1.74872e-07,0.000517143,0.000608455
8.25,1.25,2.75,0.125,-0.00852462,0.00233855,0.0112997,300.655,-9.79174,2.44667,3.29111e-05,1.96073e-07,0.000497175,0.000584955
8.75,1.25,2.75,0.125,-0.00732135,0.00423787,0.0127913,300.656,-9.79175,2.44662,3.33427e-05,2.12901e-07,0.000469966,0.000552891
9.25,1.25,2.75,0.125,-0.00489507,0.00527378,0.0129651,300.658,-9.79175,2.44656,3.08421e-05,2.08682e-07,0.000410248,0.000482625
9.75,1.25,2.75,0.125,-0.0022706,0.00562334,0.0108641,300.659,-9.79175,2.44652,2.1078e-05,1.55139e-07,0.000257739,0.000303261
0.25,1.75,2.75,0.125,0.00384102,0.00421118,0.0110143,300.673,-14.687,2.44586,2.40556e-05,1.89112e-07,0.000275394,0.00032404
0.75,1.75,2.75,0.125,0.00646327,0.00483792,0.0134832,300.672,-14.687,2.44593,3.27462e-05,2.24448e-07,0.00042998,0.000505812
1.25,1.75,2.75,0.125,0.00892898,0.0043393,0.0144917,300.671,-14.687,2.44598,3.67193e-05,2.35243e-07,0.00051584,0.000606805
1.75,1.75,2.75,0.125,0.0105125,0.00364765,0.0137325,300.67,-14.687,2.44604,3.67705e-05,2.20165e-07,0.000552706,0.000650186
2.25,1.75,2.75,0.125,0.0109324,0.00290254,0.012059,300.669,-14.687,2.44611,3.49201e-05,1.94202e-07,0.000565119,0.000664798
2.75,1.75,2.75,0.125,0.0102056,0.00208075,0.0102018,300.668,-14.6869,2.44616,3.24866e-05,1.67063e-07,0.000568551,0.000668839
3.25,1.75,2.75,0.125,0.00850058,0.00101104,0.00843907,300.667,-14.6869,2.44622,2.98719e-05,1.41188e-07,0.000568817,0.000669154
3.75,1.75,2.75,0.125,0.00615914,-0.000361719,0.0067346,300.667,-14.6869,2.44627,2.69153e-05,1.14875e-07,0.000567563,0.000667669
4.25,1.75,2.75,0.125,0.00345328,-0.00162861,0.00509562,300.667,-14.6869,2.44628,2.38066e-05,8.84281e-08,0.000576827,0.000678575
4.75,1.75,2.75,0.125,0.00103513,-0.0023459,0.00335131,300.668,-14.6869,2.44624,2.18315e-05,6.93818e-08,0.000618251,0.000727318
5.25,1.75,2.75,0.125,-0.00126893,-0.00236104,0.00350832,300.668,-14.6869,2.44624,2.19638e-05,7.05967e-08,0.000614999,0.000723451
5.75,1.75,2.75,0.125,-0.00371488,-0.00169473,0.00536213,300.667,-14.6869,2.44628,2.40433e-05,9.05085e-08,0.000574834,0.0006762
6.25,1.75,2.75,0.125,-0.0064346,-0.000510235,0.00698604,300.667,-14.6869,2.44627,2.7147e-05,1.16995e-07,0.00056692,0.000666913
6.75,1.75,2.75,0.125,-0.00877724,0.000783852,0.00867142,300.667,-14.6869,2.44621,3.01312e-05,1.43583e-07,0.000569076,0.000669469
7.25,1.75,2.75,0.125,-0.010499,0.00181158,0.0104302,300.668,-14.6869,2.44616,3.27802e-05,1.69795e-07,0.000569561,0.000670052
7.75,1.75,2.75,0.125,-0.0112359,0.00262431,0.0122554,300.669,-14.687,2.44611,3.52118e-05,1.97032e-07,0.000566347,0.000666278
8.25,1.75,2.75,0.125,-0.0107743,0.00351606,0.0139212,300.669,-14.687,2.44605,3.71113e-05,2.23464e-07,0.000554687,0.000652556
8.75,1.75,2.75,0.125,-0.0090779,0.00443036,0.0146299,300.671,-14.687,2.44598,3.71859e-05,2.39491e-07,0.000519649,0.000611324
9.25,1.75,2.75,0.125,-0.00653589,0.00492819,0.0135097,300.672,-14.687,2.44592,3.31629e-05,2.28319e-07,0.000433515,0.00051
9.75,1.75,2.75,0.125,-0.00390049,0.00417759,0.0109383,300.674,-14.687,2.44585,2.42616e-05,1.91576e-07,0.00027653,0.000325356
0.25,2.25,2.75,0.125,0.00553588,-0.00367404,-0.000642711,300.69,-19.582,2.44483,3.46043e-05,3.26189e-07,0.000330395,0.000388739
0.75,2.25,2.75,0.125,0.00913998,0.00336054,0.0062454,300.685,-19.582,2.44514,3.53094e-05,2.64943e-07,0.000423517,0.00049822
1.25,2.25,2.75,0.125,0.0104576,0.00430518,0.0103395,300.682,-19.582,2.4453,3.62734e-05,2.35548e-07,0.000502733,0.000591394
1.75,2.25,2.75,0.125,0.0113348,0.0042226,0.011985,300.68,-19.5821,2.44541,3.61761e-05,2.13234e-07,0.000552368,0.000649775
2.25,2.25,2.75,0.125,0.0116293,0.00406287,0.0119684,300.679,-19.582,2.44552,3.444e-05,1.8734e-07,0.00056982,0.000670304
2.75,2.25,2.75,0.125,0.0110759,0.0037291,0.0110736,300.677,-19.582,2.44563,3.18393e-05,1.60422e-07,0.00056873,0.000669022
3.25,2.25,2.75,0.125,0.00967117,0.0029879,0.00986495,300.676,-19.582,2.44575,2.9033e-05,1.35158e-07,0.000561286,0.000660265
3.75,2.25,2.75,0.125,0.00762527,0.00176732,0.00837857,300.674,-19.582,2.44583,2.64228e-05,1.12728e-07,0.000557405,0.000655704
4.25,2.25,2.75,0.125,0.00481894,0.000102577,0.00649887,300.674,-19.582,2.4459,2.4544e-05,9.45383e-08,0.000573491,0.000674651
4.75,2.25,2.75,0.125,0.00179052,-0.00177972,0.00396389,300.673,-19.582,2.44594,2.38329e-05,8.22612e-08,0.000621443,0.000731078
5.25,2.25,2.75,0.125,-0.00182462,-0.00177254,0.00407395,300.673,-19.582,2.44594,2.40054e-05,8.33913e-08,0.00062193,0.000731631
5.75,2.25,2.75,0.125,-0.00489229,7.31118e-05,0.00668956,300.674,-19.582,2.44589,2.48534e-05,9.66979e-08,0.000574904,0.000676299
6.25,2.25,2.75,0.125,-0.00775325,0.00167429,0.00857026,300.675,-19.582,2.44582,2.6797e-05,1.15383e-07,0.000560111,0.000658893
6.75,2.25,2.75,0.125,-0.00984241,0.00280332,0.0100408,300.676,-19.582,2.44573,2.94546e-05,1.3821e-07,0.000564948,0.000664586
7.25,2.25,2.75,0.125,-0.0112787,0.00346786,0.0112144,300.677,-19.582,2.44562,3.23165e-05,1.63969e-07,0.000573231,0.000674335
7.75,2.25,2.75,0.125,-0.0118692,0.00377881,0.0120643,300.679,-19.582,2.44551,3.49751e-05,1.91509e-07,0.000574871,0.000676269
8.25,2.25,2.75,0.125,-0.011587,0.00402547,0.0120577,300.68,-19.5821,2.44541,3.67693e-05,2.18201e-07,0.000557644,0.000656006
8.75,2.25,2.75,0.125,-0.0106482,0.00422894,0.01037,300.682,-19.582,2.4453,3.69293e-05,2.41602e-07,0.000508022,0.000597634
9.25,2.25,2.75,0.125,-0.00928473,0.00325009,0.00614465,300.685,-19.582,2.44513,3.60313e-05,2.72901e-07,0.000428152,0.000503679
9.75,2.25,2.75,0.125,-0.00555988,-0.0041015,-0.000932345,300.69,-19.582,2.44482,3.53729e-05,3.3716e-07,0.000334001,0.00039294
0.25,2.75,2.75,0.125,0.00277669,-0.01293,-0.0074368,300.693,-24.4769,2.44452,5.17244e-05,5.96215e-07,0.00040386,0.000475048
0.75,2.75,2.75,0.125,0.0104486,0.00194687,-0.000355037,300.69,-24.477,2.44462,4.47204e-05,3.91116e-07,0.000460201,0.000541351
1.25,2.75,2.75,0.125,0.0107163,0.00536907,0.00507544,300.688,-24.477,2.44483,3.91535e-05,2.74234e-07,0.000503109,0.000591843
1.75,2.75,2.75,0.125,0.0111193,0.00602957,0.00856285,300.686,-24.477,2.44497,3.72361e-05,2.24526e-07,0.000555783,0.000653802
2.25,2.75,2.75,0.125,0.0111922,0.00617443,0.0103624,300.684,-24.477,2.44509,3.50424e-05,1.90537e-07,0.000580029,0.000682314
2.75,2.75,2.75,0.125,0.0107629,0.00616121,0.0107628,300.683,-24.477,2.44522,3.19548e-05,1.59841e-07,0.000574947,0.000676329
3.25,2.75,2.75,0.125,0.00964583,0.00568532,0.0103232,300.681,-24.477,2.44536,2.85714e-05,1.32159e-07,0.000555917,0.000653943
3.75,2.75,2.75,0.125,0.00793078,0.00464589,0.00922638,300.679,-24.477,2.44549,2.54129e-05,1.08272e-07,0.000536827,0.000631491
4.25,2.75,2.75,0.125,0.0053878,0.00322108,0.00766374,300.678,-24.477,2.44558,2.31185e-05,9.00769e-08,0.000534007,0.000628192
4.75,2.75,2.75,0.125,0.00235088,0.00163382,0.00520746,300.678,-24.477,2.44562,2.30365e-05,8.41379e-08,0.000567655,0.000667803
5.25,2.75,2.75,0.125,-0.00223346,0.00161779,0.00522766,300.678,-24.477,2.44562,2.31647e-05,8.4747e-08,0.000569864,0.000670407
5.75,2.75,2.75,0.125,-0.00531762,0.00320534,0.00773299,300.678,-24.477,2.44557,2.33678e-05,9.1566e-08,0.000536716,0.000631387
6.25,2.75,2.75,0.125,-0.00789676,0.00460179,0.00929808,300.679,-24.477,2.44548,2.57677e-05,1.10488e-07,0.000540854,0.000636246
6.75,2.75,2.75,0.125,-0.00965421,0.00557957,0.01038,300.681,-24.477,2.44536,2.90209e-05,1.35044e-07,0.000561289,0.000660284
7.25,2.75,2.75,0.125,-0.0108147,0.00600436,0.0107895,300.683,-24.477,2.44522,3.2486e-05,1.63371e-07,0.000581378,0.000683917
7.75,2.75,2.75,0.125,-0.01129,0.00599981,0.0103599,300.684,-24.477,2.44509,3.56308e-05,1.94687e-07,0.00058689,0.000690408
8.25,2.75,2.75,0.125,-0.0112386,0.00589089,0.00855964,300.686,-24.477,2.44497,3.7857e-05,2.29329e-07,0.000562438,0.00066165
8.75,2.75,2.75,0.125,-0.0108005,0.0052788,0.00508232,300.688,-24.477,2.44483,3.97918e-05,2.79879e-07,0.000509166,0.000598981
9.25,2.75,2.75,0.125,-0.0104951,0.00183573,-0.000368759,300.69,-24.477,2.44463,4.53769e-05,3.98435e-07,0.00046511,0.000547143
9.75,2.75,2.75,0.125,-0.002678,-0.0132395,-0.00745401,300.693,-24.4769,2.44454,5.2232e-05,6.05031e-07,0.000405824,0.000477417
0.25,3.25,2.75,0.125,-0.00144924,-0.0208202,-0.0107053,300.693,-29.3718,2.44438,6.71873e-05,8.82773e-07,0.000460222,0.000541403
0.75,3.25,2.75,0.125,0.00945857,-0.00182825,-0.00355455,300.693,-29.372,2.44423,6.33168e-05,5.94023e-07,0.000607403,0.000714532
1.25,3.25,2.75,0.125,0.00922259,0.00427697,0.00168699,300.691,-29.372,2.44447,4.73925e-05,3.47592e-07,0.000581556,0.000684151
1.75,3.25,2.75,0.125,0.00986897,0.00601242,0.00569422,300.689,-29.372,2.44464,4.2314e-05,2.60492e-07,0.000618609,0.000727734
2.25,3.25,2.75,0.125,0.0100865,0.00630528,0.00854511,300.687,-29.372,2.44477,3.98038e-05,2.20593e-07,0.0006464,0.000760416
2.75,3.25,2.75,0.125,0.010034,0.00626523,0.0100363,300.686,-29.372,2.44488,3.66779e-05,1.90423e-07,0.000635816,0.000747958
3.25,3.25,2.75,0.125,0.00940693,0.00573597,0.0105169,300.685,-29.372,2.44501,3.30798e-05,1.63838e-07,0.000601108,0.000707127
3.75,3.25,2.75,0.125,0.0081005,0.00471304,0.0101583,300.683,-29.372,2.44513,2.97237e-05,1.41516e-07,0.000561879,0.000660983
4.25,3.25,2.75,0.125,0.00567793,0.00340185,0.00932528,300.682,-29.372,2.44522,2.7185e-05,1.24168e-07,0.000535664,0.000630153
4.75,3.25,2.75,0.125,0.00250671,0.00231457,0.00750023,300.682,-29.372,2.44529,2.72787e-05,1.21584e-07,0.000550826,0.000648003
5.25,3.25,2.75,0.125,-0.00229606,0.00228328,0.00747563,300.682,-29.372,2.44529,2.73971e-05,1.22073e-07,0.000553391,0.000651036
5.75,3.25,2.75,0.125,-0.0055134,0.00338452,0.00931104,300.682,-29.372,2.44522,2.74324e-05,1.2555e-07,0.000539454,0.000634636
6.25,3.25,2.75,0.125,-0.00795802,0.00469311,0.0101426,300.683,-29.372,2.44513,3.01175e-05,1.43868e-07,0.000567436,0.000667554
6.75,3.25,2.75,0.125,-0.009301,0.00567735,0.0104938,300.685,-29.372,2.44501,3.36013e-05,1.67013e-07,0.000608422,0.000715769
7.25,3.25,2.75,0.125,-0.00996548,0.00616684,0.0100036,300.686,-29.372,2.44488,3.72975e-05,1.94248e-07,0.000644532,0.000758249
7.75,3.25,2.75,0.125,-0.0100492,0.00618597,0.00851475,300.687,-29.372,2.44477,4.04819e-05,2.24882e-07,0.000655857,0.000771575
8.25,3.25,2.75,0.125,-0.0098427,0.00590025,0.00568786,300.689,-29.372,2.44464,4.30069e-05,2.65075e-07,0.000627988,0.000738789
8.75,3.25,2.75,0.125,-0.00917361,0.00417127,0.00170883,300.691,-29.372,2.44447,4.8099e-05,3.52771e-07,0.000590231,0.000694358
9.25,3.25,2.75,0.125,-0.00939441,-0.00197785,-0.00353083,300.693,-29.372,2.44424,6.41999e-05,6.02306e-07,0.000615878,0.000724495
9.75,3.25,2.75,0.125,0.00153905,-0.021099,-0.010679,300.693,-29.3718,2.4444,6.75734e-05,8.90361e-07,0.00046156,0.000542983
0.25,3.75,2.75,0.125,-0.00580574,-0.0260417,-0.0137161,300.693,-34.2666,2.44436,8.1305e-05,1.17522e-06,0.000506241,0.000595564
0.75,3.75,2.75,0.125,0.00409232,-0.00362149,-0.00623698,300.696,-34.2668,2.44386,8.97913e-05,8.95729e-07,0.000810091,0.00095299
1.25,3.75,2.75,0.125,0.00436262,0.00622469,-0.00049708,300.693,-34.2668,2.44418,6.63275e-05,5.0698e-07,0.000780979,0.000918799
1.75,3.75,2.75,0.125,0.00607594,0.00848257,0.0031305,300.691,-34.2668,2.44437,6.49109e-05,4.64719e-07,0.000815995,0.00096001
2.25,3.75,2.75,0.125,0.00676376,0.00875135,0.00583604,300.69,-34.2668,2.44449,6.85937e-05,5.09226e-07,0.000831573,0.00097835
2.75,3.75,2.75,0.125,0.00744143,0.00899104,0.00744502,300.69,-34.2668,2.44456,7.05708e-05,5.53363e-07,0.000809995,0.000952981
3.25,3.75,2.75,0.125,0.00767826,0.00919204,0.00820607,300.689,-34.2669,2.44462,7.05593e-05,5.83058e-07,0.000768493,0.000904181
3.75,3.75,2.75,0.125,0.00737684,0.00945971,0.00827836,300.688,-34.2669,2.44467,6.76985e-05,5.76171e-07,0.000715895,0.000842319
4.25,3.75,2.75,0.125,0.00616284,0.00977024,0.00826085,300.687,-34.2669,2.44473,5.97157e-05,4.94541e-07,0.000648959,0.000763569
4.75,3.75,2.75,0.125,0.00335004,0.010397,0.0077686,300.686,-34.2669,2.44483,4.83652e-05,3.62881e-07,0.000580154,0.0006826
5.25,3.75,2.75,0.125,-0.00302729,0.0103526,0.0077303,300.686,-34.2669,2.44483,4.83451e-05,3.61835e-07,0.00058135,0.000684006
5.75,3.75,2.75,0.125,-0.00592891,0.00974123,0.0082037,300.687,-34.2669,2.44474,6.00022e-05,4.96712e-07,0.000652337,0.000767546
6.25,3.75,2.75,0.125,-0.00715929,0.00944871,0.00821201,300.688,-34.2669,2.44468,6.82828e-05,5.81422e-07,0.000721727,0.000849202
6.75,3.75,2.75,0.125,-0.0074966,0.00917254,0.00813968,300.689,-34.2669,2.44462,7.13912e-05,5.90434e-07,0.000776891,0.000914102
7.25,3.75,2.75,0.125,-0.00729259,0.00895505,0.00738254,300.69,-34.2668,2.44456,7.15952e-05,5.62247e-07,0.000820509,0.0009654
7.75,3.75,2.75,0.125,-0.00663448,0.00870243,0.00579269,300.69,-34.2668,2.44449,6.97044e-05,5.18714e-07,0.000843014,0.000991855
8.25,3.75,2.75,0.125,-0.00595713,0.00843062,0.00312529,300.691,-34.2668,2.44438,6.59082e-05,4.72439e-07,0.000827514,0.000973591
8.75,3.75,2.75,0.125,-0.0042321,0.00617792,-0.000466599,300.693,-34.2668,2.44419,6.70421e-05,5.11504e-07,0.000790841,0.000930408
9.25,3.75,2.75,0.125,-0.00398739,-0.00370945,-0.00620638,300.696,-34.2668,2.44388,9.04681e-05,9.01681e-07,0.000816921,0.000961013
9.75,3.75,2.75,0.125,0.00587377,-0.0262255,-0.0136824,300.693,-34.2666,2.44439,8.1618e-05,1.18197e-06,0.000507235,0.00059673
0.25,4.25,2.75,0.125,-0.0101708,-0.0254578,-0.0174685,300.693,-39.1613,2.44461,9.59476e-05,1.50666e-06,0.000549916,0.000646965
0.75,4.25,2.75,0.125,-0.00663,-0.0116592,-0.0118109,300.698,-39.1617,2.44357,0.00011475,1.42836e-06,0.000829679,0.000976114
1.25,4.25,2.75,0.125,-0.00695569,-0.00394597,-0.00596767,300.697,-39.1617,2.44356,0.000151113,1.78604e-06,0.00115068,0.00135381
1.75,4.25,2.75,0.125,-0.00328163,0.000229537,-0.00245167,300.696,-39.1617,2.44366,0.000189311,2.35647e-06,0.00136877,0.00161048
2.25,4.25,2.75,0.125,-0.00198926,0.000456418,-0.000797374,300.697,-39.1617,2.44358,0.000233264,3.2167e-06,0.0015224,0.00179127
2.75,4.25,2.75,0.125,-0.000186793,-0.000316832,-0.000183459,300.698,-39.1618,2.44339,0.000268073,3.98883e-06,0.00162145,0.00190785
3.25,4.25,2.75,0.125,0.000964552,-0.00145337,-0.000264362,300.7,-39.1618,2.44317,0.000292438,4.60765e-06,0.00167044,0.00196552
3.75,4.25,2.75,0.125,0.00164523,-0.0024567,-0.000785393,300.701,-39.1619,2.44299,0.000295706,4.80295e-06,0.00163853,0.00192797
4.25,4.25,2.75,0.125,0.00165021,-0.00271841,-0.00078821,300.701,-39.1619,2.44294,0.000259162,4.1244e-06,0.00146563,0.00172451
4.75,4.25,2.75,0.125,0.00101308,0.00237497,-0.0010381,300.7,-39.1619,2.44309,0.000189329,2.82899e-06,0.00114037,0.00134182
5.25,4.25,2.75,0.125,-0.000753889,0.00238043,-0.00105803,300.7,-39.1619,2.4431,0.000188511,2.81065e-06,0.00113792,0.00133893
5.75,4.25,2.75,0.125,-0.0013884,-0.00274766,-0.000851368,300.701,-39.1619,2.44295,0.000258973,4.1182e-06,0.00146569,0.00172454
6.25,4.25,2.75,0.125,-0.0013865,-0.00245047,-0.000879523,300.701,-39.1619,2.443,0.000296181,4.81054e-06,0.00164121,0.00193107
6.75,4.25,2.75,0.125,-0.000722377,-0.00143428,-0.000381905,300.7,-39.1618,2.44318,0.000293302,4.61997e-06,0.00167584,0.00197184
7.25,4.25,2.75,0.125,0.000422418,-0.00031005,-0.000311653,300.698,-39.1618,2.4434,0.000269323,4.00481e-06,0.00163008,0.001918
7.75,4.25,2.75,0.125,0.00218635,0.000438637,-0.00090357,300.697,-39.1617,2.44359,0.000235176,3.24632e-06,0.00153334,0.00180414
8.25,4.25,2.75,0.125,0.00345101,0.000200707,-0.00251924,300.696,-39.1617,2.44367,0.000191186,2.38404e-06,0.00137987,0.00162354
8.75,4.25,2.75,0.125,0.00710001,-0.00397915,-0.0060052,300.697,-39.1617,2.44357,0.000152471,1.80467e-06,0.00115936,0.00136402
9.25,4.25,2.75,0.125,0.0067328,-0.0117025,-0.0118095,300.697,-39.1617,2.44359,0.000115466,1.43762e-06,0.000834656,0.000981954
9.75,4.25,2.75,0.125,0.0102218,-0.025539,-0.017434,300.692,-39.1613,2.44464,9.62478e-05,1.51366e-06,0.000550801,0.000647992
0.25,4.75,2.75,0.125,-0.0203467,-0.0132599,-0.0244025,300.689,-44.0555,2.44564,0.000111151,1.87863e-06,0.000591869,0.000696331
0.75,4.75,2.75,0.125,-0.0302837,-0.00179414,-0.0254534,300.698,-44.056,2.44387,0.00013399,2.48652e-06,0.000649819,0.000764515
1.25,4.75,2.75,0.125,-0.0388611,0.0032145,-0.0276537,300.705,-44.0561,2.44279,0.000154778,3.08715e-06,0.000698395,0.00082167
1.75,4.75,2.75,0.125,-0.040326,0.00592758,-0.0304118,300.712,-44.0561,2.44186,0.000174447,3.694e-06,0.000741432,0.000872307
2.25,4.75,2.75,0.125,-0.040673,0.00800654,-0.0344635,300.719,-44.056,2.44094,0.000194445,4.34711e-06,0.00078277,0.000920944
2.75,4.75,2.75,0.125,-0.0396366,0.0103949,-0.0396325,300.727,-44.0559,2.43996,0.000212761,4.97561e-06,0.000818806,0.000963339
3.25,4.75,2.75,0.125,-0.0373676,0.0133655,-0.0455789,300.734,-44.0558,2.43899,0.000228525,5.53868e-06,0.0008486,0.000998389
3.75,4.75,2.75,0.125,-0.0329863,0.0169933,-0.0518579,300.742,-44.0557,2.4381,0.000239977,5.96014e-06,0.000869611,0.0010231
4.25,4.75,2.75,0.125,-0.0251493,0.0213019,-0.0576582,300.747,-44.0557,2.43742,0.000244974,6.14722e-06,0.000878628,0.00103371
4.75,4.75,2.75,0.125,-0.0136947,0.0264055,-0.0611557,300.749,-44.0558,2.43708,0.000242504,6.05443e-06,0.000874194,0.00102849
5.25,4.75,2.75,0.125,0.0140523,0.0262786,-0.0611278,300.748,-44.0558,2.43711,0.000241885,6.03098e-06,0.000873119,0.00102721
5.75,4.75,2.75,0.125,0.0253768,0.0212445,-0.0577122,300.747,-44.0557,2.43745,0.000244648,6.13459e-06,0.000878091,0.00103306
6.25,4.75,2.75,0.125,0.03317,0.0169578,-0.0519245,300.741,-44.0557,2.43813,0.000239885,5.95637e-06,0.000869493,0.00102295
6.75,4.75,2.75,0.125,0.0375259,0.0133426,-0.0456485,300.734,-44.0558,2.43901,0.000228597,5.54099e-06,0.000848779,0.000998581
7.25,4.75,2.75,0.125,0.0397788,0.0103738,-0.0397047,300.727,-44.0559,2.43999,0.000212963,4.98243e-06,0.000819234,0.000963822
7.75,4.75,2.75,0.125,0.0408024,0.00798609,-0.034535,300.719,-44.056,2.44097,0.000194767,4.35772e-06,0.000783454,0.000921727
8.25,4.75,2.75,0.125,0.0404444,0.0059096,-0.030477,300.712,-44.0561,2.44188,0.000174816,3.70557e-06,0.00074225,0.000873249
8.75,4.75,2.75,0.125,0.0389591,0.00319489,-0.0277015,300.705,-44.0561,2.44282,0.000155106,3.09684e-06,0.000699167,0.000822558
9.25,4.75,2.75,0.125,0.0303597,-0.00181946,-0.0254794,300.698,-44.056,2.4439,0.000134256,2.49382e-06,0.000650495,0.00076529
9.75,4.75,2.75,0.125,0.0203973,-0.0132998,-0.024388,300.689,-44.0555,2.44567,0.000111342,1.88341e-06,0.000592407,0.000696945
0.25,0.25,3.25,0.125,-0.000445738,-0.000850899,-0.00485092,300.596,-0.000410818,2.4477,3.92745e-06,1.24701e-08,0.000111326,0.000132197
0.75,0.25,3.25,0.125,-8.83413e-05,-0.00143113,-0.00299492,300.599,-0.000411995,2.44768,7.37296e-06,3.17392e-08,0.000154145,0.000178456
1.25,0.25,3.25,0.125,0.000464104,-0.00179773,-0.000710312,300.6,-0.000410895,2.44768,9.38109e-06,4.56087e-08,0.000173661,0.000198674
1.75,0.25,3.25,0.125,0.00130838,-0.00169479,0.00149211,300.601,-0.000408391,2.44767,1.02882e-05,5.29009e-08,0.000180075,0.000211256
2.25,0.25,3.25,0.125,0.00262305,-0.00150689,0.00288664,300.602,-0.000410888,2.44766,1.07194e-05,5.63294e-08,0.000183588,0.000216653
2.75,0.25,3.25,0.125,0.00398984,-0.00127632,0.00396472,300.603,-0.000418957,2.44764,1.07142e-05,5.62307e-08,0.000183734,0.000216316
3.25,0.25,3.25,0.125,0.00510688,-0.00102531,0.00510463,300.604,-0.000431696,2.44763,1.03944e-05,5.3728e-08,0.000180985,0.000213023
3.75,0.25,3.25,0.125,0.00562989,-0.00084396,0.00665045,300.604,-0.000447002,2.44761,9.9336e-06,5.0177e-08,0.000176991,0.000208179
4.25,0.25,3.25,0.125,0.00509194,-0.000786328,0.00872557,300.603,-0.000461052,2.4476,9.52407e-06,4.71165e-08,0.000173266,0.000203892
4.75,0.25,3.25,0.125,0.00289559,-0.00102756,0.011699,300.603,-0.000470971,2.4476,9.82405e-06,4.93641e-08,0.000175959,0.00020712
5.25,0.25,3.25,0.125,-0.00301706,-0.00100045,0.0117384,300.603,-0.000471577,2.44759,9.76938e-06,4.89352e-08,0.000175532,0.00020644
5.75,0.25,3.25,0.125,-0.00518504,-0.000753962,0.0088314,300.603,-0.00046258,2.4476,9.57572e-06,4.7499e-08,0.00017374,0.000204486
6.25,0.25,3.25,0.125,-0.00574311,-0.000835467,0.00675103,300.604,-0.000448603,2.44761,1.00395e-05,5.09862e-08,0.000177915,0.00020932
6.75,0.25,3.25,0.125,-0.00519898,-0.00104089,0.00521026,300.604,-0.000433424,2.44762,1.05146e-05,5.46479e-08,0.000182078,0.000214224
7.25,0.25,3.25,0.125,-0.00406537,-0.00133109,0.00405539,300.604,-0.000420551,2.44763,1.08495e-05,5.72765e-08,0.000184962,0.000217613
7.75,0.25,3.25,0.125,-0.00263647,-0.00162201,0.0029748,300.603,-0.000412082,2.44765,1.08998e-05,5.76676e-08,0.000185415,0.000218114
8.25,0.25,3.25,0.125,-0.00121109,-0.00190397,0.00150678,300.602,-0.00040935,2.44766,1.0572e-05,5.50536e-08,0.000182713,0.000214691
